Owner	Project	Language ID	Bible ID	Book ID	
vipinbhadran_BCS	bn_irv_1th_book	bn	irv	1th	
vipinbhadran_BCS	bn_irv_1ti_book	bn	irv	1ti	
vipinbhadran_BCS	bn_irv_2co_book	bn	irv	2co	
vipinbhadran_BCS	bn_irv_2jn_book	bn	irv	2jn	
vipinbhadran_BCS	bn_irv_2th_book	bn	irv	2th	
vipinbhadran_BCS	bn_irv_3jn_book	bn	irv	3jn	
vipinbhadran_BCS	bn_irv_act_book	bn	irv	act	
vipinbhadran_BCS	bn_irv_col_book	bn	irv	col	
vipinbhadran_BCS	bn_irv_eph_book	bn	irv	eph	
vipinbhadran_BCS	bn_irv_gal_book	bn	irv	gal	
vipinbhadran_BCS	bn_irv_jhn_book	bn	irv	jhn	
vipinbhadran_BCS	bn_irv_jud_book	bn	irv	jud	
vipinbhadran_BCS	bn_irv_luk_book	bn	irv	luk	
vipinbhadran_BCS	bn_irv_mat_book	bn	irv	mat	
vipinbhadran_BCS	bn_irv_mrk_book	bn	irv	mrk	
vipinbhadran_BCS	bn_irv_php_book	bn	irv	php	
vipinbhadran_BCS	gu_gglt_3jn_book	gu	gglt	3jn	
vipinbhadran_BCS	gu_gglt_jas_book	gu	gglt	jas	
vipinbhadran_BCS	gu_gglt_tit_book	gu	gglt	tit	
vipinbhadran_BCS	gu_ggst_3jn_book	gu	ggst	3jn	
vipinbhadran_BCS	gu_ggst_tit_book	gu	ggst	tit	
vipinbhadran_BCS	gu_irv_1co_book	gu	irv	1co	
vipinbhadran_BCS	gu_irv_1jn_book	gu	irv	1jn	
vipinbhadran_BCS	gu_irv_1th_book	gu	irv	1th	
vipinbhadran_BCS	gu_irv_2co_book	gu	irv	2co	
vipinbhadran_BCS	gu_irv_2pe_book	gu	irv	2pe	
vipinbhadran_BCS	gu_irv_2th_book	gu	irv	2th	
vipinbhadran_BCS	gu_irv_3jn_book	gu	irv	3jn	
vipinbhadran_BCS	gu_irv_act_book	gu	irv	act	
vipinbhadran_BCS	gu_irv_col_book	gu	irv	col	
vipinbhadran_BCS	gu_irv_eph_book	gu	irv	eph	
vipinbhadran_BCS	gu_irv_gal_book	gu	irv	gal	
vipinbhadran_BCS	gu_irv_heb_book	gu	irv	heb	
vipinbhadran_BCS	gu_irv_jhn_book	gu	irv	jhn	
vipinbhadran_BCS	gu_irv_luk_book	gu	irv	luk	
vipinbhadran_BCS	gu_irv_mat_book	gu	irv	mat	
vipinbhadran_BCS	gu_irv_mrk_book	gu	irv	mrk	
vipinbhadran_BCS	gu_irv_php_book	gu	irv	php	
vipinbhadran_BCS	gu_irv_rev_book	gu	irv	rev	
vipinbhadran_BCS	gu_irv_rom_book	gu	irv	rom	
vipinbhadran_BCS	gu_irv_tit_book	gu	irv	tit	
vipinbhadran_BCS	hi_hglt_3jn_book	hi	hglt	3jn	
vipinbhadran_BCS	hi_iev_1jn_book	hi	iev	1jn	
vipinbhadran_BCS	hi_iev_1pe_book	hi	iev	1pe	
vipinbhadran_BCS	hi_iev_1ti_book	hi	iev	1ti	
vipinbhadran_BCS	hi_iev_2ki_book	hi	iev	2ki	
vipinbhadran_BCS	hi_iev_2pe_book	hi	iev	2pe	
vipinbhadran_BCS	hi_iev_2th_book	hi	iev	2th	
vipinbhadran_BCS	hi_iev_2ti_book	hi	iev	2ti	
vipinbhadran_BCS	hi_iev_col_book	hi	iev	col	
vipinbhadran_BCS	hi_iev_exo_book	hi	iev	exo	
vipinbhadran_BCS	hi_iev_ezk_book	hi	iev	ezk	
vipinbhadran_BCS	hi_iev_gen_book	hi	iev	gen	
vipinbhadran_BCS	hi_iev_isa_book	hi	iev	isa	
vipinbhadran_BCS	hi_iev_jas_book	hi	iev	jas	
vipinbhadran_BCS	hi_iev_jer_book	hi	iev	jer	
vipinbhadran_BCS	hi_iev_jhn_book	hi	iev	jhn	
vipinbhadran_BCS	hi_iev_job_book	hi	iev	job	
vipinbhadran_BCS	hi_iev_jon_book	hi	iev	jon	
vipinbhadran_BCS	hi_iev_jos_book	hi	iev	jos	
vipinbhadran_BCS	hi_iev_jud_book	hi	iev	jud	
vipinbhadran_BCS	hi_iev_luk_book	hi	iev	luk	
vipinbhadran_BCS	hi_iev_mat_book	hi	iev	mat	
vipinbhadran_BCS	hi_iev_mrk_book	hi	iev	mrk	
vipinbhadran_BCS	hi_iev_num_book	hi	iev	num	
vipinbhadran_BCS	hi_iev_phm_book	hi	iev	phm	
vipinbhadran_BCS	hi_iev_pro_book	hi	iev	pro	
vipinbhadran_BCS	hi_iev_rut_book	hi	iev	rut	
vipinbhadran_BCS	hi_iev_tit_book	hi	iev	tit	
vipinbhadran_BCS	hi_irv_1ch_book	hi	irv	1ch	
vipinbhadran_BCS	hi_irv_1co_book	hi	irv	1co	
vipinbhadran_BCS	hi_irv_1jn_book	hi	irv	1jn	
vipinbhadran_BCS	hi_irv_1ki_book	hi	irv	1ki	
vipinbhadran_BCS	hi_irv_1pe_book	hi	irv	1pe	
vipinbhadran_BCS	hi_irv_1th_book	hi	irv	1th	
vipinbhadran_BCS	hi_irv_1ti_book	hi	irv	1ti	
vipinbhadran_BCS	hi_irv_2ch_book	hi	irv	2ch	
vipinbhadran_BCS	hi_irv_2co_book	hi	irv	2co	
vipinbhadran_BCS	hi_irv_2jn_book	hi	irv	2jn	
vipinbhadran_BCS	hi_irv_2ki_book	hi	irv	2ki	
vipinbhadran_BCS	hi_irv_2pe_book	hi	irv	2pe	
vipinbhadran_BCS	hi_irv_2sa_book	hi	irv	2sa	
vipinbhadran_BCS	hi_irv_2th_book	hi	irv	2th	
vipinbhadran_BCS	hi_irv_2ti_book	hi	irv	2ti	
vipinbhadran_BCS	hi_irv_3jn_book	hi	irv	3jn	
vipinbhadran_BCS	hi_irv_act_book	hi	irv	act	
vipinbhadran_BCS	hi_irv_col_book	hi	irv	col	
vipinbhadran_BCS	hi_irv_dan_book	hi	irv	dan	
vipinbhadran_BCS	hi_irv_deu_book	hi	irv	deu	
vipinbhadran_BCS	hi_irv_eph_book	hi	irv	eph	
vipinbhadran_BCS	hi_irv_exo_book	hi	irv	exo	
vipinbhadran_BCS	hi_irv_ezk_book	hi	irv	ezk	
vipinbhadran_BCS	hi_irv_gal_book	hi	irv	gal	
vipinbhadran_BCS	hi_irv_gen_book	hi	irv	gen	
vipinbhadran_BCS	hi_irv_hab_book	hi	irv	hab	
vipinbhadran_BCS	hi_irv_hag_book	hi	irv	hag	
vipinbhadran_BCS	hi_irv_heb_book	hi	irv	heb	
vipinbhadran_BCS	hi_irv_hos_book	hi	irv	hos	
vipinbhadran_BCS	hi_irv_isa_book	hi	irv	isa	
vipinbhadran_BCS	hi_irv_jas_book	hi	irv	jas	
vipinbhadran_BCS	hi_irv_jdg_book	hi	irv	jdg	
vipinbhadran_BCS	hi_irv_jer_book	hi	irv	jer	
vipinbhadran_BCS	hi_irv_jhn_book	hi	irv	jhn	
vipinbhadran_BCS	hi_irv_job_book	hi	irv	job	
vipinbhadran_BCS	hi_irv_jol_book	hi	irv	jol	
vipinbhadran_BCS	hi_irv_jon_book	hi	irv	jon	
vipinbhadran_BCS	hi_irv_jos_book	hi	irv	jos	
vipinbhadran_BCS	hi_irv_jud_book	hi	irv	jud	
vipinbhadran_BCS	hi_irv_lev_book	hi	irv	lev	
vipinbhadran_BCS	hi_irv_luk_book	hi	irv	luk	
vipinbhadran_BCS	hi_irv_mal_book	hi	irv	mal	
vipinbhadran_BCS	hi_irv_mat_book	hi	irv	mat	
vipinbhadran_BCS	hi_irv_mic_book	hi	irv	mic	
vipinbhadran_BCS	hi_irv_mrk_book	hi	irv	mrk	
vipinbhadran_BCS	hi_irv_nam_book	hi	irv	nam	
vipinbhadran_BCS	hi_irv_num_book	hi	irv	num	
vipinbhadran_BCS	hi_irv_oba_book	hi	irv	oba	
vipinbhadran_BCS	hi_irv_phm_book	hi	irv	phm	
vipinbhadran_BCS	hi_irv_php_book	hi	irv	php	
vipinbhadran_BCS	hi_irv_pro_book	hi	irv	pro	
vipinbhadran_BCS	hi_irv_psa_book	hi	irv	psa	
vipinbhadran_BCS	hi_irv_rev_book	hi	irv	rev	
vipinbhadran_BCS	hi_irv_rom_book	hi	irv	rom	
vipinbhadran_BCS	hi_irv_rut_book	hi	irv	rut	
vipinbhadran_BCS	hi_irv_tit_book	hi	irv	tit	
vipinbhadran_BCS	hi_irv_zep_book	hi	irv	zep	
vipinbhadran_BCS	hi_test_3jn_book	hi	test	3jn	
vipinbhadran_BCS	kn_iev_mrk_book	kn	iev	mrk	
vipinbhadran_BCS	kn_iev_tit_book	kn	iev	tit	
vipinbhadran_BCS	kn_irv_1co_book	kn	irv	1co	
vipinbhadran_BCS	kn_irv_1ti_book	kn	irv	1ti	
vipinbhadran_BCS	kn_irv_2co_book	kn	irv	2co	
vipinbhadran_BCS	kn_irv_eph_book	kn	irv	eph	
vipinbhadran_BCS	kn_irv_tit_book	kn	irv	tit	
vipinbhadran_BCS	ml_irv_1pe_book	ml	irv	1pe	
vipinbhadran_BCS	ml_irv_1th_book	ml	irv	1th	
vipinbhadran_BCS	ml_irv_2co_book	ml	irv	2co	
vipinbhadran_BCS	ml_irv_2jn_book	ml	irv	2jn	
vipinbhadran_BCS	ml_irv_3jn_book	ml	irv	3jn	
vipinbhadran_BCS	ml_irv_gal_book	ml	irv	gal	
vipinbhadran_BCS	ml_irv_tit_book	ml	irv	tit	
vipinbhadran_BCS	mr_irv_1co_book	mr	irv	1co	
vipinbhadran_BCS	mr_irv_1jn_book	mr	irv	1jn	
vipinbhadran_BCS	mr_irv_1pe_book	mr	irv	1pe	
vipinbhadran_BCS	mr_irv_1th_book	mr	irv	1th	
vipinbhadran_BCS	mr_irv_1ti_book	mr	irv	1ti	
vipinbhadran_BCS	mr_irv_2co_book	mr	irv	2co	
vipinbhadran_BCS	mr_irv_2jn_book	mr	irv	2jn	
vipinbhadran_BCS	mr_irv_2th_book	mr	irv	2th	
vipinbhadran_BCS	mr_irv_3jn_book	mr	irv	3jn	
vipinbhadran_BCS	mr_irv_act_book	mr	irv	act	
vipinbhadran_BCS	mr_irv_eph_book	mr	irv	eph	
vipinbhadran_BCS	mr_irv_gal_book	mr	irv	gal	
vipinbhadran_BCS	mr_irv_heb_book	mr	irv	heb	
vipinbhadran_BCS	mr_irv_jas_book	mr	irv	jas	
vipinbhadran_BCS	mr_irv_jhn_book	mr	irv	jhn	
vipinbhadran_BCS	mr_irv_jud_book	mr	irv	jud	
vipinbhadran_BCS	mr_irv_luk_book	mr	irv	luk	
vipinbhadran_BCS	mr_irv_mat_book	mr	irv	mat	
vipinbhadran_BCS	mr_irv_mrk_book	mr	irv	mrk	
vipinbhadran_BCS	mr_irv_phm_book	mr	irv	phm	
vipinbhadran_BCS	mr_irv_php_book	mr	irv	php	
vipinbhadran_BCS	mr_irv_rev_book	mr	irv	rev	
vipinbhadran_BCS	mr_irv_rom_book	mr	irv	rom	
vipinbhadran_BCS	mr_irv_tit_book	mr	irv	tit	
vipinbhadran_BCS	mr_mgl_eph_book	mr	mgl	eph	
vipinbhadran_BCS	nag_irv_1ti_book	nag	irv	1ti	
vipinbhadran_BCS	nag_irv_2ti_book	nag	irv	2ti	
vipinbhadran_BCS	or_oglt_jon_book	or	oglt	jon	
vipinbhadran_BCS	ory_irv_3jn_book	ory	irv	3jn	
vipinbhadran_BCS	ory_irv_tit_book	ory	irv	tit	
vipinbhadran_BCS	ory_oglt_jon_book	ory	oglt	jon	
vipinbhadran_BCS	ory_ogst_eph_book	ory	ogst	eph	
vipinbhadran_BCS	pa_irv_1jn_book	pa	irv	1jn	
vipinbhadran_BCS	pa_irv_1pe_book	pa	irv	1pe	
vipinbhadran_BCS	pa_irv_1th_book	pa	irv	1th	
vipinbhadran_BCS	pa_irv_1ti_book	pa	irv	1ti	
vipinbhadran_BCS	pa_irv_2co_book	pa	irv	2co	
vipinbhadran_BCS	pa_irv_2jn_book	pa	irv	2jn	
vipinbhadran_BCS	pa_irv_2pe_book	pa	irv	2pe	
vipinbhadran_BCS	pa_irv_2th_book	pa	irv	2th	
vipinbhadran_BCS	pa_irv_2ti_book	pa	irv	2ti	
vipinbhadran_BCS	pa_irv_3jn_book	pa	irv	3jn	
vipinbhadran_BCS	pa_irv_act_book	pa	irv	act	
vipinbhadran_BCS	pa_irv_col_book	pa	irv	col	
vipinbhadran_BCS	pa_irv_eph_book	pa	irv	eph	
vipinbhadran_BCS	pa_irv_gal_book	pa	irv	gal	
vipinbhadran_BCS	pa_irv_heb_book	pa	irv	heb	
vipinbhadran_BCS	pa_irv_jas_book	pa	irv	jas	
vipinbhadran_BCS	pa_irv_jhn_book	pa	irv	jhn	
vipinbhadran_BCS	pa_irv_jud_book	pa	irv	jud	
vipinbhadran_BCS	pa_irv_luk_book	pa	irv	luk	
vipinbhadran_BCS	pa_irv_mat_book	pa	irv	mat	
vipinbhadran_BCS	pa_irv_mrk_book	pa	irv	mrk	
vipinbhadran_BCS	pa_irv_php_book	pa	irv	php	
vipinbhadran_BCS	pa_irv_rev_book	pa	irv	rev	
vipinbhadran_BCS	pa_irv_rom_book	pa	irv	rom	
vipinbhadran_BCS	pa_irv_tit_book	pa	irv	tit	
vipinbhadran_BCS	ta_irv_1co_book	ta	irv	1co	
vipinbhadran_BCS	ta_irv_1pe_book	ta	irv	1pe	
vipinbhadran_BCS	ta_irv_1th_book	ta	irv	1th	
vipinbhadran_BCS	ta_irv_1ti_book	ta	irv	1ti	
vipinbhadran_BCS	ta_irv_act_book	ta	irv	act	
vipinbhadran_BCS	ta_irv_heb_book	ta	irv	heb	
vipinbhadran_BCS	ta_irv_jhn_book	ta	irv	jhn	
vipinbhadran_BCS	ta_irv_jud_book	ta	irv	jud	
vipinbhadran_BCS	ta_irv_luk_book	ta	irv	luk	
vipinbhadran_BCS	ta_irv_mat_book	ta	irv	mat	
vipinbhadran_BCS	ta_irv_mrk_book	ta	irv	mrk	
vipinbhadran_BCS	ta_irv_rev_book	ta	irv	rev	
vipinbhadran_BCS	ta_irv_rom_book	ta	irv	rom	
vipinbhadran_BCS	te_irv_2jn_book	te	irv	2jn	
vipinbhadran_BCS	te_irv_3jn_book	te	irv	3jn	
vipinbhadran_BCS	te_irv_jud_book	te	irv	jud	
vipinbhadran_BCS	te_irv_phm_book	te	irv	phm	
vipinbhadran_BCS	te_irv_tit_book	te	irv	tit	
vipinbhadran_BCS	ur_irv_rom_book	ur	irv	rom	
vipinbhadran_BCS	yeu_yent_2jn_book	yeu	yent	2jn	
Vishwanath	bn_glt_tit_book	bn	glt	tit	
Vishwanath	kn_glt_1co_book	kn	glt	1co	
Vishwanath	kn_glt_1pe_book	kn	glt	1pe	
Vishwanath	kn_glt_1th_book	kn	glt	1th	
Vishwanath	kn_glt_2co_book	kn	glt	2co	
Vishwanath	kn_glt_2pe_book	kn	glt	2pe	
Vishwanath	kn_glt_2th_book	kn	glt	2th	
Vishwanath	kn_glt_col_book	kn	glt	col	
Vishwanath	kn_glt_jhn_book	kn	glt	jhn	
Vishwanath	kn_glt_jud_book	kn	glt	jud	
Vishwanath	kn_glt_luk_book	kn	glt	luk	
Vishwanath	kn_glt_mrk_book	kn	glt	mrk	
Vishwanath	kn_glt_phm_book	kn	glt	phm	
Vishwanath	kn_glt_php_book	kn	glt	php	
Vishwanath	kn_gst_1co_book	kn	gst	1co	
Vishwanath	kn_gst_1jn_book	kn	gst	1jn	
Vishwanath	kn_gst_1pe_book	kn	gst	1pe	
Vishwanath	kn_gst_1th_book	kn	gst	1th	
Vishwanath	kn_gst_2co_book	kn	gst	2co	
Vishwanath	kn_gst_2pe_book	kn	gst	2pe	
Vishwanath	kn_gst_2th_book	kn	gst	2th	
Vishwanath	kn_gst_col_book	kn	gst	col	
Vishwanath	kn_gst_jhn_book	kn	gst	jhn	
Vishwanath	kn_gst_jud_book	kn	gst	jud	
Vishwanath	kn_gst_mrk_book	kn	gst	mrk	
Vishwanath	kn_gst_phm_book	kn	gst	phm	
Vishwanath	kn_gst_php_book	kn	gst	php	
Vishwanath	te_glt_mrk_book	te	glt	mrk	
Vishwanath	te_tgst_2co_book	te	tgst	2co	
Vvkumar	kn-x-handijog_reg_tit_book	kn-x-handijog	reg	tit	
WilsonJacob	gu_gglt_jas_book	gu	gglt	jas	
WilsonJacob	gu_ggst_1ti_book	gu	ggst	1ti	
WilsonJacob	gu_ggst_luk_book	gu	ggst	luk	
Yuri	ru_rob_2jn_book	ru	rob	2jn	
Yuri	ru_rob_act_book	ru	rob	act	
Yuri	ru_rsol_tit_book	ru	rsol	tit	
Yuri	ru_ulb_tit_book	ru	ulb	tit	
Yuri	ru_yuri_3jn_book	ru	yuri	3jn	
