Project	Modified	wA % Done	wA GL	wA Orig Lang Check Version	tW % Done	tW GL	tW Orig Lang Check Version	tN % Done	tN GL	tN GL Check Version	tN Orig Lang Check Version	Time Created	tC Edit Version	tC Format Version	Project warnings	Project Error	
shojojohn/hi_irv_pro_book	2022-09-10T11:55:28.919Z	65	en	v2.1.11	0			0				2020-03-13T06:51:22.524Z	2.1.1	7			
shojojohn/hi_irv_psa_book	2022-09-10T11:55:28.919Z	81	en	v2.1.11	0			0				2020-03-20T12:18:45.253Z	2.1.1	7			
shojojohn/hi_irv_rev_book	2022-09-10T11:55:28.919Z	99			0			0				2019-07-09T11:41:18.633Z	1.1.4	7			
shojojohn/hi_irv_rom_book	2022-09-10T11:55:28.919Z	99			0			0				2019-07-09T11:23:43.588Z	1.1.4	7			
shojojohn/hi_irv_rut_book	2022-09-10T11:55:28.919Z	39			0			0				2019-07-03T04:36:27.124Z	1.1.4	7			
shojojohn/hi_irv_tit_book	2022-09-10T11:55:28.919Z	98			0			0				2019-03-28T10:08:40.956Z		7			
shojojohn/hi_irv_zep_book	2022-09-10T11:55:28.919Z	23	en	v2.1.11	0			0				2020-03-09T05:34:06.741Z	2.1.1	7			
shojojohn/hi_test_3jn_book	2022-09-10T11:55:28.919Z	100	en	v0.16	100	en	v0.20	100	hi	v28.1	v0.8	2020-03-26T15:50:57.948Z	3.0.1	7	unmatched tn checks found, 		
Sibaji.Digal/hi_tppp_jos_book	2023-09-19T17:18:08.123Z	0	en		0			0	en	v54	v2.1.23	2021-11-19T11:17:28.488Z	3.0.1	7			
tc01/hi_eph_text_reg		0			90			90				2017-06-23T15:16:44.901Z					
tc01/hi_here_tit_book	2023-09-19T17:18:08.123Z	0	en		0			0	en	v32	v0.13	2020-07-30T21:07:34.083Z	3.0.0	7			
tc01/hi_irv_act_book	2023-09-19T17:18:08.123Z	99			0			0				2019-07-24T14:06:59.477Z	2.0.0	7			
tc01/hi_irv_luk_book	2023-09-19T17:18:08.123Z	99	en		0	en		0	en			2020-01-15T09:54:07.830Z	2.0.0	7			
tc01/hi_irvt_act_book	2023-09-19T17:18:08.123Z	99	en		0	en		0	en			2019-05-20T06:01:34.270Z	2.0.0	7			
tc01/hi_test_act_book	2023-09-19T17:18:08.123Z	99			0			0				2019-05-20T06:01:34.270Z	2.0.0	7			
tc01/hi_test_luk_book	2023-09-19T17:18:08.123Z	67	en		0	en		0	en			2020-02-17T14:54:35.079Z	2.1.0	7			
tc01/hi_ttwo_act_book	2023-09-19T17:18:08.123Z	99			0			0				2019-05-20T06:01:34.270Z	2.0.0	7			
tc01/hi_ult_tit_book	2023-09-19T17:18:08.123Z	0			0			0				2018-10-08T21:44:12.309Z		6			
tc02/hi_irv_luk_book	2023-09-19T17:18:08.123Z	99	en		0	en		0	en			2020-01-15T09:54:07.830Z	2.0.0	7			
tc03/hi_irv_luk_book	2023-09-19T17:18:08.123Z	97	en		0	en		0	en			2020-01-15T09:54:07.830Z	3.0.0	7			
tc_help/hi_ulb_2co_book	2023-09-19T17:18:08.123Z	9			0			0				2018-12-04T19:32:57.227Z		7			
tcsingla83/hi_hglt_1th_book		0	en		99	en	v0.24	85	en	v60	v0.24	2022-05-08T08:19:12.842Z	3.1.0	7	unmatched tn checks found, 		
tcsingla83/hi_hglt_col_book		0	en		100	en	v0.23	85	en	v58	v0.23	2022-04-16T04:13:23.349Z	3.1.0	7	unmatched tn checks found, 		
tcsingla83/hi_hglt_luk_book	2023-09-19T17:18:08.123Z	0	en		100	en	v0.22	99	en	v54	v0.22	2021-11-16T05:24:57.412Z	3.0.1	7			
tcsingla83/hi_hglt_php_book		100	en	v0.23	100	en	v0.22	54	en	v58	v0.23	2022-04-01T16:18:07.303Z	3.1.0	7			
tcsingla83/hi_hgst_1th_book		0	en		100	en	v0.24	100	en	v60	v0.24	2022-05-09T07:54:31.285Z	3.1.0	7	unmatched tn checks found, 		
tcsingla83/hi_hgst_2pe_book		0	en		100	en	v0.22	66	en	v57	v0.22	2022-03-21T07:14:58.332Z	3.1.0	7	unmatched tn checks found, 		
tcsingla83/hi_hgst_col_book		0	en		100	en	v0.23	87	en	v58	v0.23	2022-04-16T04:10:41.812Z	3.1.0	7	unmatched tn checks found, 		
tcsingla83/hi_hgst_jud_book		0	en		100	en	v0.22	100	en	v57	v0.22	2022-03-21T11:34:44.757Z	3.1.0	7			
tcsingla83/hi_hgst_phm_book		0	en		100	en	v0.22	100	en	v57	v0.22	2022-03-21T11:32:54.773Z	3.1.0	7			
tcsingla83/hi_hgst_php_book		2	en	v0.23	100	en	v0.23	99	en	v58	v0.23	2022-04-04T07:29:03.368Z	3.1.0	7			
uW_test_001/hi_iev_tit_book	2023-09-19T17:18:08.123Z	100			0			0				2019-05-09T04:31:52.455Z	1.1.4	7			
uW_test_001/hi_irv_tit_book	2023-09-19T17:18:08.123Z	93	en	v0.13	0	en	v0.13	1	en	v32	v0.13	2019-03-28T10:08:40.956Z	3.0.0	7			
Vipin_Bhadran/hi_irv_1sa_book	2023-09-19T17:18:08.123Z	79	en	v2.1.11	0			0				2020-03-20T04:52:22.599Z	2.1.1	7			
Vipin_Bhadran/hi_irv_luk_book	2023-09-19T17:18:08.123Z	99	en		0	en		0	en			2020-01-15T09:54:07.830Z	2.1.1	7			
